base_acronym,acronym,wiki_counts,inss_counts,fauda_counts,teheran_counts,total_counts,n_united
"תקמ""ז","['תקמ""ז']",4.0,0.0,0.0,0.0,4.0,1
"תקמ""ח","['תקמ""ח']",9.0,0.0,0.0,0.0,9.0,1
"תקמ""ט","['תקמ""ט']",6.0,0.0,0.0,0.0,6.0,1
"תקנ""ב","['תקנ""ב']",4.0,0.0,0.0,0.0,4.0,1
"תקנ""ג","['תקנ""ג']",4.0,0.0,0.0,0.0,4.0,1
"תקנ""ד","['תקנ""ד']",4.0,0.0,0.0,0.0,4.0,1
"תקנ""ו","['תקנ""ו']",5.0,0.0,0.0,0.0,5.0,1
"תקנ""ז","['תקנ""ז']",6.0,0.0,0.0,0.0,6.0,1
"תקנ""ח","['תקנ""ח']",11.0,0.0,0.0,0.0,11.0,1
"תקנ""ט","['תקנ""ט']",8.0,0.0,0.0,0.0,8.0,1
"תקס""א","['תקס""א']",5.0,0.0,0.0,0.0,5.0,1
"תקס""ב","['תקס""ב']",5.0,0.0,0.0,0.0,5.0,1
"תקס""ג","['תקס""ג']",8.0,0.0,0.0,0.0,8.0,1
"תקס""ד","['תקס""ד']",6.0,0.0,0.0,0.0,6.0,1
"תקס""ה","['תקס""ה']",4.0,0.0,0.0,0.0,4.0,1
"תקס""ו","['תקס""ו']",8.0,0.0,0.0,0.0,8.0,1
"תקס""ח","['תקס""ח']",6.0,0.0,0.0,0.0,6.0,1
"תקע""א","['תקע""א']",7.0,0.0,0.0,0.0,7.0,1
"תקע""ב","['תקע""ב']",4.0,0.0,0.0,0.0,4.0,1
"תקע""ג","['תקע""ג']",7.0,0.0,0.0,0.0,7.0,1
"תקע""ד","['תקע""ד']",7.0,0.0,0.0,0.0,7.0,1
"תקע""ה","['תקע""ה']",5.0,0.0,0.0,0.0,5.0,1
"תקע""ו","['תקע""ו']",6.0,0.0,0.0,0.0,6.0,1
"תקע""ט","['תקע""ט']",4.0,0.0,0.0,0.0,4.0,1
"תקפ""א","['תקפ""א']",7.0,0.0,0.0,0.0,7.0,1
"תקפ""ד","['תקפ""ד']",7.0,0.0,0.0,0.0,7.0,1
"תקפ""ה","['תקפ""ה']",5.0,0.0,0.0,0.0,5.0,1
"תקפ""ז","['תקפ""ז']",6.0,0.0,0.0,0.0,6.0,1
"תקפ""ח","['תקפ""ח']",10.0,0.0,0.0,0.0,10.0,1
"תקפ""ט","['תקפ""ט']",12.0,0.0,0.0,0.0,12.0,1
"תקצ""ב","['תקצ""ב']",4.0,0.0,0.0,0.0,4.0,1
"תקצ""ו","['תקצ""ו']",7.0,0.0,0.0,0.0,7.0,1
"תקצ""ז","['תקצ""ז']",19.0,0.0,0.0,0.0,19.0,1
"תקצ""ח","['תקצ""ח']",4.0,0.0,0.0,0.0,4.0,1
"תקצ""ט","['תקצ""ט']",10.0,0.0,0.0,0.0,10.0,1
"תקש""ח","['תקש""ח']",0.0,7.0,0.0,0.0,7.0,1
"תר""א","['תר""א']",8.0,0.0,0.0,0.0,8.0,1
"תר""ג","['תר""ג']",9.0,0.0,0.0,0.0,9.0,1
"תר""ה","['תר""ה']",4.0,0.0,0.0,0.0,4.0,1
"תר""ז","['תר""ז']",8.0,0.0,0.0,0.0,8.0,1
"תר""ח","['תר""ח']",4.0,0.0,0.0,0.0,4.0,1
"תר""ט","['תר""ט']",4.0,0.0,0.0,0.0,4.0,1
"תר""ך","['תר""ך']",7.0,0.0,0.0,0.0,7.0,1
"תר""כ","['תר""כ']",4.0,0.0,0.0,0.0,4.0,1
"תר""ל","['תר""ל']",18.0,0.0,0.0,0.0,18.0,1
"תר""ם","['תר""ם']",10.0,0.0,0.0,0.0,10.0,1
"תר""מ","['תר""מ']",9.0,0.0,0.0,0.0,9.0,1
"תר""ן","['תר""ן']",27.0,0.0,0.0,0.0,27.0,1
"תר""נ","['תר""נ']",5.0,0.0,0.0,0.0,5.0,1
"תר""ס","['תר""ס']",21.0,0.0,0.0,0.0,21.0,1
"תר""ע","['תר""ע']",41.0,0.0,0.0,0.0,41.0,1
"תר""ף","['תר""ף']",28.0,0.0,0.0,0.0,28.0,1
"תר""פ","['בתר""פ', 'תר""פ']",78.0,0.0,0.0,0.0,78.0,2
"תר""ץ","['תר""ץ']",46.0,0.0,0.0,0.0,46.0,1
"תר""צ","['תר""צ']",9.0,0.0,0.0,0.0,9.0,1
"תר""ש","['תר""ש', 'התר""ש']",2.0,20.0,0.0,0.0,22.0,2
"תרט""ו","['תרט""ו']",15.0,0.0,0.0,0.0,15.0,1
"תרט""ז","['תרט""ז']",5.0,0.0,0.0,0.0,5.0,1
"תרי""א","['תרי""א']",7.0,0.0,0.0,0.0,7.0,1
"תרי""ב","['תרי""ב']",4.0,0.0,0.0,0.0,4.0,1
"תרי""ג","['תרי""ג', 'מתרי""ג']",80.0,0.0,0.0,0.0,80.0,2
"תרי""ד","['תרי""ד']",10.0,0.0,0.0,0.0,10.0,1
"תרי""ז","['תרי""ז']",6.0,0.0,0.0,0.0,6.0,1
"תרי""ח","['תרי""ח']",12.0,0.0,0.0,0.0,12.0,1
"תרי""ט","['תרי""ט']",12.0,0.0,0.0,0.0,12.0,1
"תרכ""א","['תרכ""א']",8.0,0.0,0.0,0.0,8.0,1
"תרכ""ב","['תרכ""ב']",5.0,0.0,0.0,0.0,5.0,1
"תרכ""ג","['תרכ""ג']",8.0,0.0,0.0,0.0,8.0,1
"תרכ""ד","['תרכ""ד']",11.0,0.0,0.0,0.0,11.0,1
"תרכ""ה","['תרכ""ה']",17.0,0.0,0.0,0.0,17.0,1
"תרכ""ו","['תרכ""ו']",21.0,0.0,0.0,0.0,21.0,1
"תרכ""ז","['תרכ""ז']",14.0,0.0,0.0,0.0,14.0,1
"תרכ""ט","['תרכ""ט']",16.0,0.0,0.0,0.0,16.0,1
"תרל""א","['תרל""א']",10.0,0.0,0.0,0.0,10.0,1
"תרל""ב","['תרל""ב']",15.0,0.0,0.0,0.0,15.0,1
"תרל""ג","['תרל""ג']",13.0,0.0,0.0,0.0,13.0,1
"תרל""ד","['תרל""ד']",12.0,0.0,0.0,0.0,12.0,1
"תרל""ה","['תרל""ה']",14.0,0.0,0.0,0.0,14.0,1
"תרל""ו","['תרל""ו']",9.0,0.0,0.0,0.0,9.0,1
"תרל""ז","['תרל""ז']",4.0,0.0,0.0,0.0,4.0,1
"תרל""ח","['תרל""ח']",13.0,0.0,0.0,0.0,13.0,1
"תרל""ט","['תרל""ט']",16.0,0.0,0.0,0.0,16.0,1
"תרמ""א","['תרמ""א']",19.0,0.0,0.0,0.0,19.0,1
"תרמ""ב","['תרמ""ב']",46.0,0.0,0.0,0.0,46.0,1
"תרמ""ג","['תרמ""ג']",36.0,0.0,0.0,0.0,36.0,1
"תרמ""ד","['תרמ""ד']",24.0,0.0,0.0,0.0,24.0,1
"תרמ""ה","['תרמ""ה']",17.0,0.0,0.0,0.0,17.0,1
"תרמ""ו","['תרמ""ו']",29.0,0.0,0.0,0.0,29.0,1
"תרמ""ז","['תרמ""ז']",27.0,0.0,0.0,0.0,27.0,1
"תרמ""ח","['תרמ""ח']",23.0,0.0,0.0,0.0,23.0,1
"תרמ""ט","['תרמ""ט']",36.0,0.0,0.0,0.0,36.0,1
"תרנ""א","['תרנ""א']",24.0,0.0,0.0,0.0,24.0,1
"תרנ""ב","['תרנ""ב']",22.0,0.0,0.0,0.0,22.0,1
"תרנ""ג","['תרנ""ג']",23.0,0.0,0.0,0.0,23.0,1
"תרנ""ד","['תרנ""ד']",16.0,0.0,0.0,0.0,16.0,1
"תרנ""ה","['תרנ""ה']",17.0,0.0,0.0,0.0,17.0,1
"תרנ""ו","['תרנ""ו']",33.0,0.0,0.0,0.0,33.0,1
"תרנ""ז","['תרנ""ז']",25.0,0.0,0.0,0.0,25.0,1
"תרנ""ח","['תרנ""ח']",17.0,0.0,0.0,0.0,17.0,1
"תרנ""ט","['תרנ""ט']",24.0,0.0,0.0,0.0,24.0,1
"תרס""א","['תרס""א']",16.0,0.0,0.0,0.0,16.0,1
"תרס""ב","['תרס""ב']",33.0,0.0,0.0,0.0,33.0,1
"תרס""ג","['תרס""ג']",34.0,0.0,0.0,0.0,34.0,1
"תרס""ד","['תרס""ד']",39.0,0.0,0.0,0.0,39.0,1
"תרס""ה","['תרס""ה']",38.0,0.0,0.0,0.0,38.0,1
"תרס""ו","['תרס""ו']",35.0,0.0,0.0,0.0,35.0,1
"תרס""ז","['תרס""ז']",27.0,0.0,0.0,0.0,27.0,1
"תרס""ח","['תרס""ח']",27.0,0.0,0.0,0.0,27.0,1
"תרס""ט","['תרס""ט']",40.0,0.0,0.0,0.0,40.0,1
"תרע""א","['תרע""א']",43.0,0.0,0.0,0.0,43.0,1
"תרע""ב","['תרע""ב']",44.0,0.0,0.0,0.0,44.0,1
"תרע""ג","['תרע""ג']",44.0,0.0,0.0,0.0,44.0,1
"תרע""ד","['תרע""ד']",49.0,0.0,0.0,0.0,49.0,1
"תרע""ה","['תרע""ה']",26.0,0.0,0.0,0.0,26.0,1
"תרע""ו","['תרע""ו']",23.0,0.0,0.0,0.0,23.0,1
"תרע""ז","['תרע""ז']",28.0,0.0,0.0,0.0,28.0,1
"תרע""ח","['תרע""ח']",48.0,0.0,0.0,0.0,48.0,1
"תרע""ט","['תרע""ט']",29.0,0.0,0.0,0.0,29.0,1
"תרפ""א","['תרפ""א']",121.0,0.0,0.0,0.0,121.0,1
"תרפ""ב","['תרפ""ב']",73.0,0.0,0.0,0.0,73.0,1
"תרפ""ג","['תרפ""ג']",77.0,0.0,0.0,0.0,77.0,1
"תרפ""ד","['תרפ""ד']",87.0,0.0,0.0,0.0,87.0,1
"תרפ""ה","['תרפ""ה']",57.0,0.0,0.0,0.0,57.0,1
"תרפ""ו","['תרפ""ו']",48.0,0.0,0.0,0.0,48.0,1
"תרפ""ז","['תרפ""ז']",51.0,0.0,0.0,0.0,51.0,1
"תרפ""ח","['תרפ""ח']",69.0,0.0,0.0,0.0,69.0,1
"תרפ""ט","['תרפ""ט', 'בתרפ""ט']",261.0,1.0,0.0,0.0,262.0,2
"תרצ""א","['תרצ""א']",46.0,0.0,0.0,0.0,46.0,1
"תרצ""ב","['תרצ""ב']",54.0,0.0,0.0,0.0,54.0,1
"תרצ""ג","['תרצ""ג']",42.0,0.0,0.0,0.0,42.0,1
"תרצ""ד","['תרצ""ד']",65.0,0.0,0.0,0.0,65.0,1
"תרצ""ה","['תרצ""ה']",87.0,0.0,0.0,0.0,87.0,1
"תרצ""ו","['תרצ""ו']",163.0,0.0,0.0,0.0,163.0,1
"תרצ""ז","['תרצ""ז']",109.0,0.0,0.0,0.0,109.0,1
"תרצ""ח","['תרצ""ח']",80.0,0.0,0.0,0.0,80.0,1
"תרצ""ט","['תרצ""ט']",125.0,0.0,0.0,0.0,125.0,1
"תש""א","['תש""א']",56.0,0.0,0.0,0.0,56.0,1
"תש""ב","['תש""ב']",94.0,0.0,0.0,0.0,94.0,1
"תש""ג","['תש""ג']",89.0,0.0,0.0,0.0,89.0,1
"תש""ד","['תש""ד']",84.0,0.0,0.0,0.0,84.0,1
"תש""ה","['תש""ה']",81.0,0.0,0.0,0.0,81.0,1
"תש""ו","['תש""ו']",96.0,0.0,0.0,0.0,96.0,1
"תש""ז","['תש""ז']",137.0,0.0,0.0,0.0,137.0,1
"תש""ח","['תש""ח', 'בתש""ח']",282.0,0.0,0.0,0.0,282.0,2
"תש""ט","['תש""ט', 'התש""ט']",115.0,0.0,0.0,0.0,115.0,2
"תש""י","['תש""י', 'התש""י']",137.0,0.0,0.0,0.0,137.0,2
"תש""ך","['תש""ך']",90.0,0.0,0.0,0.0,90.0,1
"תש""כ","['תש""כ']",10.0,0.0,0.0,0.0,10.0,1
"תש""ל","['תש""ל']",125.0,0.0,0.0,0.0,125.0,1
"תש""ם","['תש""ם']",93.0,0.0,0.0,0.0,93.0,1
"תש""מ","['תש""מ']",44.0,0.0,0.0,0.0,44.0,1
"תש""ן","['התש""ן', 'תש""ן']",121.0,0.0,0.0,0.0,121.0,2
"תש""נ","['תש""נ']",10.0,0.0,0.0,0.0,10.0,1
"תש""ס","['תש""ס']",190.0,0.0,0.0,0.0,190.0,1
"תש""ע","['תש""ע', 'התש""ע']",220.0,0.0,0.0,0.0,220.0,2
"תש""ף","['תש""ף']",68.0,0.0,0.0,0.0,68.0,1
"תש""פ","['תש""פ']",50.0,0.0,0.0,0.0,50.0,1
"תשב""ץ","['תשב""ץ', 'התשב""ץ']",16.0,0.0,0.0,0.0,16.0,2
"תשט""ו","['תשט""ו', 'התשט""ו']",116.0,0.0,0.0,0.0,116.0,2
"תשט""ז","['תשט""ז']",92.0,0.0,0.0,0.0,92.0,1
"תשי""א","['התשי""א', 'תשי""א']",100.0,0.0,0.0,0.0,100.0,2
"תשי""ב","['תשי""ב']",99.0,3.0,0.0,0.0,102.0,1
"תשי""ג","['תשי""ג']",82.0,1.0,0.0,0.0,83.0,1
"תשי""ד","['תשי""ד']",99.0,0.0,0.0,0.0,99.0,1
"תשי""ז","['תשי""ז']",91.0,0.0,0.0,0.0,91.0,1
"תשי""ח","['תשי""ח']",95.0,0.0,0.0,0.0,95.0,1
"תשי""ט","['תשי""ט', 'התשי""ט']",115.0,0.0,0.0,0.0,115.0,2
"תשכ""א","['תשכ""א']",79.0,0.0,0.0,0.0,79.0,1
"תשכ""ב","['תשכ""ב']",78.0,0.0,0.0,0.0,78.0,1
"תשכ""ג","['תשכ""ג']",78.0,0.0,0.0,0.0,78.0,1
"תשכ""ד","['תשכ""ד']",107.0,0.0,0.0,0.0,107.0,1
"תשכ""ה","['תשכ""ה']",110.0,0.0,0.0,0.0,110.0,1
"תשכ""ו","['תשכ""ו']",77.0,0.0,0.0,0.0,77.0,1
"תשכ""ז","['תשכ""ז']",123.0,0.0,0.0,0.0,123.0,1
"תשכ""ח","['תשכ""ח']",125.0,0.0,0.0,0.0,125.0,1
"תשכ""ט","['תשכ""ט']",123.0,0.0,0.0,0.0,123.0,1
"תשל""א","['תשל""א']",107.0,0.0,0.0,0.0,107.0,1
"תשל""ב","['תשל""ב']",134.0,0.0,0.0,0.0,134.0,1
"תשל""ג","['תשל""ג']",150.0,0.0,0.0,0.0,150.0,1
"תשל""ד","['תשל""ד']",124.0,1.0,0.0,0.0,125.0,1
"תשל""ה","['תשל""ה']",99.0,0.0,0.0,0.0,99.0,1
"תשל""ו","['תשל""ו']",127.0,0.0,0.0,0.0,127.0,1
"תשל""ז","['תשל""ז']",140.0,0.0,0.0,0.0,140.0,1
"תשל""ח","['תשל""ח']",148.0,0.0,0.0,0.0,148.0,1
"תשל""ט","['תשל""ט']",124.0,0.0,0.0,0.0,124.0,1
"תשמ""א","['תשמ""א']",148.0,0.0,0.0,0.0,148.0,1
"תשמ""ב","['תשמ""ב']",136.0,0.0,0.0,0.0,136.0,1
"תשמ""ג","['התשמ""ג', 'תשמ""ג']",194.0,0.0,0.0,0.0,194.0,2
"תשמ""ד","['תשמ""ד']",134.0,0.0,0.0,0.0,134.0,1
"תשמ""ה","['תשמ""ה']",137.0,0.0,0.0,0.0,137.0,1
"תשמ""ו","['תשמ""ו']",133.0,0.0,0.0,0.0,133.0,1
"תשמ""ז","['תשמ""ז']",128.0,0.0,0.0,0.0,128.0,1
"תשמ""ח","['תשמ""ח']",163.0,0.0,0.0,0.0,163.0,1
"תשמ""ט","['תשמ""ט']",151.0,0.0,0.0,0.0,151.0,1
"תשמו""ץ","['תשמו""ץ']",4.0,0.0,0.0,0.0,4.0,1
"תשנ""א","['תשנ""א']",134.0,0.0,0.0,0.0,134.0,1
"תשנ""ב","['תשנ""ב']",167.0,0.0,0.0,0.0,167.0,1
"תשנ""ג","['תשנ""ג']",160.0,0.0,0.0,0.0,160.0,1
"תשנ""ד","['תשנ""ד']",156.0,0.0,0.0,0.0,156.0,1
"תשנ""ה","['תשנ""ה']",148.0,0.0,0.0,0.0,148.0,1
"תשנ""ו","['תשנ""ו']",147.0,0.0,0.0,0.0,147.0,1
"תשנ""ז","['תשנ""ז']",175.0,0.0,0.0,0.0,175.0,1
"תשנ""ח","['תשנ""ח']",185.0,0.0,0.0,0.0,185.0,1
"תשנ""ט","['תשנ""ט']",175.0,0.0,0.0,0.0,175.0,1
"תשס""א","['תשס""א']",188.0,1.0,0.0,0.0,189.0,1
"תשס""ב","['תשס""ב']",199.0,0.0,0.0,0.0,199.0,1
"תשס""ג","['תשס""ג']",188.0,0.0,0.0,0.0,188.0,1
"תשס""ד","['תשס""ד']",214.0,1.0,0.0,0.0,215.0,1
"תשס""ה","['תשס""ה']",216.0,0.0,0.0,0.0,216.0,1
"תשס""ו","['תשס""ו']",206.0,0.0,0.0,0.0,206.0,1
"תשס""ז","['תשס""ז']",211.0,0.0,0.0,0.0,211.0,1
"תשס""ח","['תשס""ח']",231.0,0.0,0.0,0.0,231.0,1
"תשס""ט","['תשס""ט']",201.0,0.0,0.0,0.0,201.0,1
"תשע""א","['בתשע""א', 'תשע""א']",240.0,1.0,0.0,0.0,241.0,2
"תשע""ב","['תשע""ב']",208.0,0.0,0.0,0.0,208.0,1
"תשע""ג","['תשע""ג']",226.0,0.0,0.0,0.0,226.0,1
"תשע""ד","['תשע""ד']",188.0,0.0,0.0,0.0,188.0,1
"תשע""ה","['תשע""ה']",161.0,0.0,0.0,0.0,161.0,1
"תשע""ו","['תשע""ו', 'בתשע""ו']",151.0,0.0,0.0,0.0,151.0,2
"תשע""ז","['תשע""ז', 'בתשע""ז']",143.0,1.0,0.0,0.0,144.0,2
"תשע""ח","['תשע""ח', 'בתשע""ח']",171.0,1.0,0.0,0.0,172.0,2
"תשע""ט","['תשע""ט']",137.0,0.0,0.0,0.0,137.0,1
"תשפ""א","['תשפ""א', 'התשפ""א']",149.0,1.0,0.0,0.0,150.0,2
"תשפ""ב","['תשפ""ב']",129.0,0.0,0.0,0.0,129.0,1
"תשפ""ג","['התשפ""ג', 'תשפ""ג']",119.0,0.0,0.0,0.0,119.0,2
"תשפ""ד","['תשפ""ד']",24.0,0.0,0.0,0.0,24.0,1
"תשפ""ח","['תשפ""ח']",8.0,0.0,0.0,0.0,8.0,1
"תשצ""ח","['תשצ""ח']",7.0,0.0,0.0,0.0,7.0,1
"תשר""ק","['תשר""ק']",4.0,0.0,0.0,0.0,4.0,1
"תשר""ת","['תשר""ת']",4.0,0.0,0.0,0.0,4.0,1
"תת""ל","['תת""ל']",10.0,0.0,0.0,0.0,10.0,1
"תת""ק","['תת""ק']",5.0,0.0,0.0,0.0,5.0,1
"תתכ""ז","['תתכ""ז']",4.0,0.0,0.0,0.0,4.0,1
"תתמ""ט","['תתמ""ט']",4.0,0.0,0.0,0.0,4.0,1
"תתנ""ו","['תתנ""ו']",25.0,0.0,0.0,0.0,25.0,1
"תתק""פ","['תתק""פ']",4.0,0.0,0.0,0.0,4.0,1
"תתקל""א","['תתקל""א']",4.0,0.0,0.0,0.0,4.0,1
"תתקמ""ח","['תתקמ""ח']",5.0,0.0,0.0,0.0,5.0,1
